asset_count,buy_usd,city,closed_asset_count,closed_authoritative_pnl,exit_modes,has_open_or_unresolved,has_transform_events,losing_closed_assets,no_asset_count,open_mark_to_market_cash_pnl,open_or_unresolved_asset_count,sell_usd,transform_asset_count,unit,weather_date,weather_metric,winning_closed_assets,yes_asset_count
1,2.4956,New York City,1,-0.6606,mixed_sell_and_resolution,False,False,1,0,0,0,1.835,0,F,2026-02-19,high,0,1
2,5.05,Sao Paulo,2,0.024999999999999994,hold_to_resolution|mixed_sell_and_resolution,False,False,1,1,0,0,0.075,0,C,2026-02-19,high,1,1
1,0.45999999999999996,Seoul,1,-0.46,hold_to_resolution,False,False,1,0,0,0,0.0,0,C,2026-02-19,high,0,1
1,5.0,Buenos Aires,1,-4.75,mixed_sell_and_resolution,False,False,1,0,0,0,0.25,0,C,2026-02-20,high,0,1
2,4.153689997173478,Miami,2,-4.153412,hold_to_resolution,False,False,2,0,0,0,0.0,0,F,2026-02-20,high,0,2
4,130.5797989963984,Sao Paulo,4,46.478665,hold_to_resolution|mixed_sell_and_resolution,False,False,2,1,0,0,57.283869999322,0,C,2026-02-20,high,2,3
2,18.088547007770813,Seoul,2,39.048266,hold_to_resolution|mixed_sell_and_resolution,False,False,1,0,0,0,7.139200007372,0,C,2026-02-20,high,1,2
2,6.194309999117,Ankara,2,-6.0143,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,0.18,0,C,2026-02-21,high,0,2
4,96.5298,Buenos Aires,4,34.388020000000004,hold_to_resolution|mixed_sell_and_resolution,False,False,2,1,0,0,0.6846000000000001,0,C,2026-02-21,high,2,3
2,3.9055999999999997,Chicago,2,26.0944,hold_to_resolution,False,False,1,0,0,0,0.0,0,F,2026-02-21,high,1,2
2,89.031000000236,Dallas,2,38.09659,hold_to_resolution|mixed_sell_and_resolution,False,False,0,1,0,0,8.967500000000001,0,F,2026-02-21,high,2,1
2,4.625,New York City,2,-2.625,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,2.0,0,F,2026-02-21,high,0,2
2,9.1461,Sao Paulo,2,-7.121599,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,2.0193,0,C,2026-02-21,high,0,2
1,10.6,Buenos Aires,1,0.575155,mixed_sell_and_resolution,False,False,1,0,0,0,11.175,0,C,2026-02-22,high,0,1
3,102.646,London,3,-46.57959299999999,mixed_sell_and_resolution,False,False,3,1,0,0,56.065609997799996,0,C,2026-02-22,high,0,2
